POD,AvgSpentOnSnappFood
0.0952394913371757,2931748.067587758
0.1054930760007556,3517870.466500148
0.1233701270390269,3481772.115338012
0.1410071766597051,3531373.4606835213
0.102859693017576,3440841.364210564
0.085284912837113,3148061.849446865
0.100998078308377,3371403.5582739
0.0902624378438516,3719561.862833432
0.1296886472311878,3760385.437690468
0.0948358416350291,2955460.7855864703
0.1045041717784678,3134873.9211955136
0.1401355853057326,3862102.838052576
0.1102178433569333,3182379.237535588
0.1183169444284341,3854886.1238955166
0.1386338362006386,3644863.7583797113
0.1405291792130302,3351309.384650926
0.1369863785236482,3527516.786050776
0.1364505043480159,3624504.9105486
0.1321430807903292,2959728.666964577
0.1153904687088413,3755264.523977696
0.151881838102997,3087408.917147558
0.1087608260373677,2972308.4966065306
0.1230618042929276,3765722.1249235375
0.1215508256402976,3090522.91063911
0.1167742047630011,3419730.5624389458
0.1323569902921632,3673355.477643381
0.0843740373880769,3759771.1592601063
0.1387396128175642,3784537.162274488
0.0991073469830385,3325187.861093713
0.197325281920296,3473182.029862235
0.1031638499823743,3366451.5881756525
0.1085178624126386,3239511.219115915
0.1669517870819178,3162233.506764856
0.1202355324341977,2944852.8291722354
0.0983167008208255,3556035.817128933
0.1333339364735814,3183513.6571295545
0.0983178799036724,2982268.7111437665
0.1230440662948574,3424733.112006621
0.1380822238587301,3720628.7510240446
0.0576717908639089,3253711.631015021
0.1329233367338879,3825074.999353101
0.1147862793230639,3499832.576660468
0.143153717946125,3608131.505133697
0.1470154005009648,3575407.8400646364
0.1069021031331194,3602784.603166512
0.1364747016029078,3527750.729275132
0.1021247335205374,3651908.084830772
0.1299241030837606,3715586.74529434
0.1501295726174935,3276421.124606304
0.0893106484228288,3030939.481174157
0.0905905589730957,3846238.007926524
0.1003910130554161,3709456.512125364
0.1609640353556011,3333480.960617773
0.1283996803715784,3338467.307213518
0.1440393774403614,3631560.038129437
0.1216860586815793,3049370.007554992
0.1184697645976049,3029509.454035883
0.1329439731946955,3848465.195891705
0.1975590689812595,3847447.142401304
0.1280037277521247,3655237.245744901
0.099930961467735,3628666.7139239255
0.1055144451123989,3818055.8987837248
0.164029075132609,3530787.097703988
0.1207052127096839,3248018.295730362
0.1268108004587508,2903064.4623894338
0.1325495222192834,3336594.1466702907
0.1270368935591835,3777889.0075806174
0.1210910266212577,2996086.8693264085
0.1185118699924054,3129393.7420895267
0.1013325873277812,3837606.14887592
0.155914679971957,3303261.40645071
0.1135734773044017,3020882.736057455
0.1078995953510798,3613662.904545508
0.1073809732683606,3742165.73557164
0.1324263845983714,3774180.902553653
0.0905748816888749,3393977.96487925
0.1279097635788794,3055605.0832201485
0.064392283775999,3814165.073349701
0.1230922882391535,3721958.8029346177
0.1263957799689965,3176256.0903924545
0.119521748141089,2898396.270290068
0.0773297403617688,3565589.079712096
0.1320967635339535,3064807.999071156
0.088232103612215,3194557.102534276
0.0936735159224102,3673942.808311112
0.1556363132334384,3648784.228578424
0.1528816400389414,3414402.924305845
0.1630256002416144,3303243.9843237395
0.1380895219522687,3089697.597398488
0.1381000482528055,2971548.955291672
0.1500387968091765,3110463.312190717
0.1000300048981976,2891742.914405649
0.1392741368729035,2910557.434973869
0.1055321338620845,3021676.1757637034
0.0948145959742694,3537445.268902549
0.1705398971446434,3653184.324524885
0.1117011098333604,3712062.943494185
0.1096601557347413,2947585.210783661
0.0814966057696065,3570442.764484545
0.1075121661071881,3737492.606355218
0.0821864235669695,3359509.661123618
0.1327095231737503,3110287.5618044334
0.1043446366333237,3710093.451776317
0.1024946228918827,3553045.0776426424
0.1165807829905836,2994084.845084909
0.0737971149624935,3267228.9958861284
0.1202589235581787,2885137.798940311
0.0895184530198533,3395779.379212395
0.1406377221654401,2915334.294810414
0.1518092056142591,3070419.595437601
0.1676770975712865,3244356.9692185437
0.1043747272368525,3498374.354113424
0.1268144136832941,3412324.1067613754
0.1159920697934449,3624317.841052132
0.1285581530295796,2885853.402363165
0.1264668884825302,3503400.621242718
0.116172026605423,2873665.0606933576
0.1340811309250297,3461726.3202915173
0.0978051878106906,3350137.579814313
0.1550081730682991,3055299.1787442267
0.1068433910054453,2980695.7437933204
0.1604129811331751,3509104.263709779
0.0756052780299753,3441572.138005847
0.0966147466540891,3630808.401006985
0.1393519891535997,3386962.321047568
0.0872083479213159,2930491.8633616515
0.1093709031251061,3344929.379999633
0.1525145227437578,3222808.994798306
0.0885224947019071,3837897.932268033
0.148409227283426,3314873.14977682
0.1643048316129479,3505251.5133019965
0.0910307038982718,3647700.045431059
0.1449652825227182,3458513.031288984
0.1229759287613189,3514603.90869214
0.1355914238664674,3171196.5274920706
0.1441795608357222,3425417.597720463
0.1132945327688351,3170734.79633474
0.1182901117684591,3040370.074061871
0.0806556094761515,3863276.422838957
0.1291808603785789,3296578.755997698
0.1411521662672583,3572829.2991378284
0.1170377279210139,3471575.143621881
0.1082440199363073,3212138.551259678
0.1192233543722366,3476776.3116229605
0.136368349995447,2999964.355402409
0.1026700785921329,3829398.002968344
0.1569081315674493,3807457.474290773
0.123293786790586,3208434.7559736
0.0931850421634851,3740352.328099033
0.1155281225805081,3580936.528904045
0.0958215839284577,3491017.936408628
0.143268559428735,3852338.849097032
0.0868943646428809,3514422.5614306186
0.1529541447592504,3579830.98489841
0.1678790503069817,3795940.7197398855
0.128514714679666,3269908.1827609446
0.0959827131146366,3508595.699172924
0.1296970399181214,3374344.1471877545
0.1333983755983967,3371380.2395184776
0.0542451334646876,3157810.3206712957
0.1051033766925632,3363979.450420204
0.1220940498228972,3571584.794357994
0.1619069145448598,3166398.579482645
0.1501288393803051,3114371.9831280503
0.0715439376817285,3751734.134654993
0.1604053682702657,3045774.5150794066
0.1151714453990414,3537482.272473532
0.1089057840878685,3538153.5485583544
0.1003107879817754,3383920.1795979696
0.1694330733936512,3335611.58587698
0.1257493039907719,3582200.9820832787
0.1320537211753723,3666054.6722157206
0.073489937975523,3399671.3153871675
0.2006423471966801,3569332.3829739983
0.157459286294487,3175727.458848005
0.0459325342063036,2975077.9983226666
0.148542778581048,3548963.9846941237
0.1214500738145679,3796160.305830102
0.1310192831815428,3678761.754010773
0.1490333319191107,3495651.403332453
0.1435368036851857,3356806.6902192426
0.1555345644791233,3168406.0540118124
0.074796021029221,3227115.584607398
0.1012728820265122,3433665.401042237
0.1471162604777703,3764595.289291497
0.1597136662126906,3036051.194634336
0.1370401383903027,3292889.1397002568
0.0998483649396066,3295246.053563521
0.0990708695675002,3151828.00090534
0.0874578501755664,2891516.8603536715
0.1116596605555307,3828314.897747492
0.1237484661704108,2893029.860208152
0.1109616021607689,3278779.610301971
0.0987929335769484,3420312.5481293984
0.1031762224267727,3713667.14135943
0.1360417318164646,3068398.578069644
0.1647563300859738,2976109.896194375
0.0889633421315297,3224215.568530279
0.1100017063545522,3293311.7786600324
0.1377190816012127,3751333.740511231
0.1383717149929204,3531571.534892163
0.1130363498062901,2892651.898035433
0.1161724830895433,2931543.786026369
0.0763737684487699,3514333.856294917
0.1312854469894618,3046887.490663372
0.1356648532925185,3805007.964070924
0.1429192283861699,3159717.004010071
0.1629447772689069,3638904.693952874
0.1056913876197987,3080883.4716320066
0.1323729503145984,3523948.5198440137
0.1645736810040658,3291487.125975992
0.127702416659459,3041456.735755956
0.1381479234726619,3457194.8545887824
0.0987561440854125,3513178.091770272
0.0676895611823482,2900211.2389148017
0.160900230870552,3849877.426750625
0.1482198321703031,3850573.883365348
0.0995355845667828,3147227.6630839533
0.1230699711364315,3449381.868948427
0.1475993185696542,3428191.042341248
0.1671204235162398,3192112.9050402446
0.1112748419499582,2984534.797831405
0.0968930897162388,3450441.2337664296
0.1828550030148707,3471026.056357627
0.071197939937289,3517122.465951748
0.1289351163057672,3692473.99731428
0.0894970677552944,3736638.076050019
0.1020229861535136,3533151.9897075407
0.1371850644249299,3341339.672357782
0.1729787641786694,3654135.870868336
0.0950110940570658,3583434.177613513
0.0700676172803223,3640598.565007171
0.1118005719895057,2918211.0437054406
0.1205616742343383,3430733.903958127
0.1069822143636978,3202701.785008735
0.0959587609754172,2944501.08352556
0.1237588661992248,3554694.3964676093
0.1249458902238542,3248299.7747681816
0.1374259466614927,3235379.786831398
0.1290012586959668,3141646.8316423595
0.0712744024570464,3728509.022931221
0.1038779691746101,3822588.007422316
0.1525152873218323,3170809.6582292337
0.1231365091287592,3083126.234350335
0.1268295908894779,3842226.9967969167
0.1171104142469279,3554098.640042117
0.1111434392054396,3363268.355252968
0.1415328527584344,3074888.279483614
0.0870884454680297,3859522.359295482
0.1550036350431166,3687496.144405944
0.0779875819588047,3157049.065139847
0.1119811852497245,3072906.594987139
0.0805179583343965,3025432.805265253
0.1167605459881163,3744544.7876026784
0.0707524041499372,3543567.238574784
0.0955009841842836,2976667.901489717
0.0992331715306676,3729218.8725362886
0.1463459540342623,3740330.033180999
0.0819208814451038,3352021.576730201
0.118570923599014,3357619.9380257856
0.1067623207599745,3494229.7237554155
0.0987258583404909,2901769.211924264
0.1342805703546647,3158785.9303981224
0.1382707868951093,3383608.416373949
0.1410774716442526,3399648.489281588
0.1292606760754553,2963443.3551876377
0.1201484129372608,3713552.331011205
0.0802713574060194,3595572.21947496
0.0798586343341713,3238376.773059924
0.083341424785798,3321072.73134818
0.1212727699645185,3178717.6281919386
0.1416412564729127,3208060.9501166707
0.1180029090752305,2875405.4277027384
0.0853960707674539,3683336.250953125
0.1313857039195477,3415864.680937148
0.1371828607975058,3712741.91205516
0.1133877160620161,3293227.7793347845
0.1221001359413622,3562328.0456078933
0.1447024138212997,3291878.6947720177
0.1411268882600085,3653027.788203568
0.1132237724366393,3823996.073464516
0.1062630288165221,3070548.781733612
0.1562769814597094,3200059.0625400385
0.1106802336958885,3205615.609556084
0.1136593289542182,3196140.4830417708
0.1302116505432022,3636776.3385688094
0.1464638951066221,3596429.177525807
0.1596902818041006,3745450.28202974
0.1395016155647555,3802389.1917143865
0.0944839087104966,3535036.3743743524
0.0746190298174901,2894658.061756709
0.1188336244327275,3402045.684357595
0.1377947176944369,3820428.778019764
0.1422907462400438,3519425.5981825595
0.0626668112686943,3317980.9501200886
0.1129593352313531,3566996.016869069
0.1617239959631072,3285945.955437648
0.1168296178825233,3791099.860721176
0.1149461546188795,3576492.4370455816
0.1174826381035602,3707896.027609037
0.1208792273436671,3376912.334499576
0.119401329014057,3492448.186442293
0.1706495169666211,3032109.2626595586
0.1127052000773478,3270819.908342467
0.1134851576202318,3555271.2953790016
0.0164696451350937,3842059.174535759
0.1006639952464051,3120998.957851117
0.1031151460188888,3752854.236122364
0.1440390649985009,3391761.422653177
0.1302440307184106,2952212.0132597154
0.1404084465597158,3258740.8968958613
0.118222870989889,3095615.3306072354
0.0741725421698263,3475063.962027765
0.0999406894335969,3543814.841618149
0.1269565953784961,3315565.5695186504
0.112445385310318,3141773.9395463835
0.0811294719621754,3236028.286036955
0.1164830544162938,3699966.329598056
0.1056118010491706,3848469.4820713857
0.0556222263051267,3376814.339154381
0.0931226096223804,3774584.189399119
0.1886836907116474,3199603.386584468
0.1458788819627048,3259170.9983500782
0.1112255440550197,3665321.394293023
0.1370206066933225,3138552.365629772
0.1422832886254025,2973236.9420214845
0.0844353006728025,3574445.767034543
0.1246482404784817,3015576.73165302
0.1072270788379261,3157229.9693932035
0.1130071073035873,3862591.5683063976
0.1577622053328737,3233344.001203813
0.1195100278495712,3533749.4555753665
0.1177041879522115,3034645.9449898056
0.0742799944667317,3285981.299880087
0.133521369375417,3685405.0783097935
0.1114798710992387,3365596.203890181
0.0472834695282663,2947064.0307607674
0.132641565772059,3090815.7819306203
0.1631808771066611,3443893.185807497
0.1299175086037423,3556282.958663433
0.1961106024579807,3780834.272638926
0.1185779437659294,3811259.4835241768
0.1364507957110593,3105968.081336204
0.118266489904043,3286968.0279180123
0.1192641762623042,3249017.744799273
0.130802814704105,3673389.182690552
0.1295706099061338,3277474.544240934
0.123945208857003,3097680.290626778
0.1117752179124408,3666886.997438605
0.0664009926614135,3562114.8375564334
0.1579323090270531,3255644.946248663
0.1252556469401748,3229615.4316332475
0.1480205633695441,3220833.718045861
0.1030080934420164,3501809.348814314
0.1278941531870773,3780537.2874344303
0.1290513585952502,3347491.072541243
0.1058079714454357,2906665.61567997
0.0649173866457708,2993750.190900158
0.1294869526353806,3523867.173313231
0.1804095879992413,3315318.7308995337
0.0969970438963858,3542660.6997507312
0.1205156877555888,3556764.3406593567
0.0856181215727744,3538550.0954280496
0.1197934752309411,3129055.9925544155
0.1002899784901338,3048749.966677249
0.1255275071003445,2939486.3460659184
0.1421651414433422,3414532.699797296
0.1157374131842051,3240851.8190192343
0.0793312970211515,3152920.6881374456
0.1478195386734245,3698614.7442720216
0.1053381908984113,3095890.001436972
0.1347628119242775,3824634.534586532
0.0871423373883471,3343439.3063717205
0.0926701566979522,3060863.359779354
0.0922675296553248,3161145.0856732745
0.1197532876610872,3359220.999560409
0.1013702523247256,3246432.284670636
0.0859865366070703,3393394.1489017303
0.1242269257372028,3560593.422343318
0.1497688817859062,3551737.5294075618
0.1367612724488426,2975462.5793745723
0.1042372974714232,3647827.1137176086
0.0616980840355774,3067480.2742355727
0.0920587472465093,3709389.752980808
0.0572858015012251,3203088.3504972584
0.1818700835248085,3569159.5053918352
0.1562757612556184,3240804.6125612147
0.0670111283983929,3329257.702161333
0.1244341464446275,3393974.109321792
0.125505755243396,3694730.31828753
0.115524206675173,3346793.796682325
0.1301918643903668,3387908.666156743
0.115305819397955,3250545.699942488
0.1014063990294922,3178575.0291257985
0.1320539785431616,3732404.18464986
0.0989519842115045,3074831.714932796
0.0878521187257172,3235141.863192146
0.0956928973752316,3280510.3009143663
0.1166910669805214,3112575.2044393145
0.1339711055341844,3269000.224034216
0.1663514119791003,3652382.826912604
0.1505818240450819,3860773.825265064
0.1370947363198231,3741777.82119676
0.1281162561810299,3474289.351988672
0.071011593673122,3655344.6935317097
0.1347104482796594,3413937.109907671
0.0690725871889091,3370196.883263973
0.1652386453999784,3618748.186048912
0.0733968851600465,3464374.0736960983
0.127661748842601,3301408.328559911
0.0550160383834223,3212763.7435810235
0.1609968036986465,3529446.186846406
0.1419744875942539,3634800.877194056
0.0999536208872066,3083935.223229309
0.1015347116728277,3221093.2976609617
0.1058079718278492,3001948.175559339
0.1324460093809996,3408298.0699985474
0.1133271679980005,3012759.3247630326
0.1063135879311514,2914265.225522806
0.1100464185737019,2998361.7711092616
0.1224392642185183,3248826.156568313
0.1102290064768832,3848016.4724679217
0.1404784565214445,3239880.1020246493
0.137579904454606,3289645.103799078
0.0856162628627447,3689584.727923283
0.0855861658499421,3818108.244977306
0.1153766225232925,2996714.4206955573
0.1832238904453681,3423038.557289809
0.0931429866828132,3422020.640734421
0.1161813574038115,3590359.496248888
0.1311261315115724,3779172.6721120896
0.1554537409290237,3544149.024394778
0.0956180210599021,2910675.9408440003
0.0772538316935831,2878354.7868309906
0.11179019493692,3552791.3321229946
0.1333422505922276,3291278.177232418
0.1225022032532619,3103294.766211963
0.1134446805271948,3813213.294814818
0.1570820310167894,3691743.7156523904
0.1390848397883643,3307082.727866702
0.1511982682042869,2961280.695022128
0.1307780174611371,3643765.591211992
0.0859049061565337,3464756.2405142635
0.1220863020457691,3393592.587227908
0.1285735927384918,3517034.8851299733
0.1155218138744459,3457481.414407785
0.1247421960646933,3084268.395875267
0.1242193696878417,3674770.023001278
0.1514001601531685,3704861.693337802
0.1246768393658197,3202492.1504736384
0.1406597677364497,3793284.6976777087
0.1656840463639282,3261883.748153739
0.1222058959435935,2982876.2747725705
0.1425969677695275,3299621.023694936
0.0966195696940386,3756809.475750207
0.1257090855890632,3037124.088554632
0.0928393342448714,3028610.0570511734
0.1284543598167502,3319345.593933148
0.1268500343236891,2926733.5814887285
0.1058479211852731,3286565.3584306627
0.0680054197730187,3018831.815517806
0.0753896509058323,3341802.3838297864
0.163219658971329,3197892.0015189582
0.0632800915378026,3775081.478037775
0.1265899248045578,2996345.519642916
0.1138023828475969,3473590.438166191
0.134198516244427,3399555.144673264
0.0847788130813184,3859580.95686096
0.1486339870013481,3810488.148382738
0.1451722437361179,3342414.819556501
0.119410354134506,3302622.4859466846
0.1386574155314013,3852675.18132575
0.1455589926332646,3076280.1140823173
